"","feature","ave_expr","log_fc","stat","pvalue","padj","rate1","rate2","group1","feature_rank"
"396","CPEB2",6.80028331793972,3.41348637941022,826.441778864648,3.41352540920873e-11,4.32379885166439e-10,0.352201257861635,0.0384354893328818,"NPP_TOX+",6
"397","RGS7",8.6624269815232,1.69995962766293,599.99436979201,1.74372604345317e-10,1.89318827574916e-09,0.441823899371069,0.184896715204876,"NPP_TOX+",7
"398","RBM47",9.35397936933294,1.73108652496805,562.304866780363,2.42422825446706e-10,2.10055643123457e-09,0.632075471698113,0.287842871655943,"NPP_TOX+",8
"399","ADARB2",6.20979107025627,3.0774966094783,557.912533955171,2.52368898652934e-10,2.10055643123457e-09,0.163522012578616,0.0309854385370809,"NPP_TOX+",9
"400","AMPH",6.75827019708912,4.34469270718407,548.00668861963,2.76389004109812e-10,2.10055643123457e-09,0.363207547169811,0.0287842871655943,"NPP_TOX+",10
"401","MAP2",6.18879922535816,2.94245713137709,502.430347931154,4.29319600211094e-10,2.91052487989934e-09,0.202830188679245,0.0345411445987132,"NPP_TOX+",11
"402","FAM135B",8.13497652797199,1.97537868935769,495.463784478316,4.60604065792531e-10,2.91052487989934e-09,0.405660377358491,0.134947511005757,"NPP_TOX+",12
"403","CADPS",8.9880570517117,1.41986291961756,487.00609048108,5.0255618238746e-10,2.91052487989934e-09,0.509433962264151,0.235523196749069,"NPP_TOX+",13
"404","PDZRN3",8.79449354398523,1.59976325510085,480.822444041885,5.36149319981458e-10,2.91052487989934e-09,0.498427672955975,0.208770741618693,"NPP_TOX+",14
"405","ROR1",9.20282501618772,1.29003534115503,449.793425902379,7.51379871223183e-10,3.80699134753079e-09,0.528301886792453,0.27497460209956,"NPP_TOX+",15
"406","HECW2",8.67568809234004,2.27289875828225,420.966022068857,1.05001895313031e-09,4.98759002736896e-09,0.561320754716981,0.180325093125635,"NPP_TOX+",16
"407","FOXP2",8.66456659565988,1.6723110637203,408.591448516469,1.22068479524435e-09,5.22787413196127e-09,0.481132075471698,0.199119539451405,"NPP_TOX+",17
"408","XYLT1",7.92751703553972,1.91680493909061,407.443096710409,1.23818071546451e-09,5.22787413196127e-09,0.388364779874214,0.127328140873688,"NPP_TOX+",18
"409","LINGO2",6.35559219039243,2.38810782046149,361.88600959664,2.25107389626435e-09,9.00429558505742e-09,0.179245283018868,0.0445309854385371,"NPP_TOX+",19
"410","NFASC",4.66763251356091,4.34084973780971,318.260407158914,4.3238652975837e-09,1.6430688130818e-08,0.106918238993711,0.00711141212326448,"NPP_TOX+",20
"411","SEMA6A",8.77518045339125,1.28778049790917,311.394578526239,4.78483642578340e-09,1.73049635002289e-08,0.462264150943396,0.22688791059939,"NPP_TOX+",21
"412","RAP1GAP2",8.45089542980121,1.35564479822544,308.558703497463,5.00933153953995e-09,1.73049635002289e-08,0.404088050314465,0.195563833389773,"NPP_TOX+",22
"413","GMDS",8.26412726432421,1.58221826568955,281.732739056209,7.89504527298177e-09,2.60879756846354e-08,0.391509433962264,0.160853369454792,"NPP_TOX+",23
"414","MPP6",8.09302451480821,1.41673915549228,273.257269835944,9.19541756968349e-09,2.91188223039977e-08,0.35062893081761,0.150355570606163,"NPP_TOX+",24
"415","PRKAR1A",7.92331227507066,2.21764164760525,267.335739086881,1.02573435756249e-08,2.99852112184339e-08,0.360062893081761,0.124957670165933,"NPP_TOX+",25
"416","PTPRT",8.65990792657543,1.24848597492368,267.331200569353,1.02580985747274e-08,2.99852112184339e-08,0.323899371069182,0.190653572637995,"NPP_TOX+",26
"417","CHST11",8.42079870552448,1.60005564840157,259.252231446815,1.19530854526259e-08,3.32160109476869e-08,0.416666666666667,0.17609210971893,"NPP_TOX+",27
"418","FSTL5",7.01502977478623,1.77145656989081,258.040874622465,1.22374777175689e-08,3.32160109476869e-08,0.177672955974843,0.0739925499492042,"NPP_TOX+",28
"419","TNFAIP8",7.48691365761059,1.55547705821999,233.500262445561,2.01079433307074e-08,5.2696679073578e-08,0.275157232704403,0.102099559769726,"NPP_TOX+",29
"420","KCND3",5.44001623942556,3.84016162376679,209.850500159863,3.41545294831205e-08,8.40455630400237e-08,0.168238993710692,0.01506942092787,"NPP_TOX+",30
"421","WIPF3",6.46111321615417,2.03527899946229,209.658624837651,3.42817428189571e-08,8.40455630400237e-08,0.179245283018868,0.0514730782255334,"NPP_TOX+",31
"422","AL353576.1",5.60342439264059,2.72846411298002,199.63842683455,4.36748999446103e-08,1.03727887368449e-07,0.144654088050314,0.0240433457500847,"NPP_TOX+",32
"423","CEP85L",6.238462454973,2.30094288742934,193.235687553061,5.12575021318369e-08,1.18047580667261e-07,0.163522012578616,0.0418218760582459,"NPP_TOX+",33
"424","SCN7A",9.73987216682532,1.44348501128554,180.771563612054,7.10985022447895e-08,1.58926063841294e-07,0.430817610062893,0.241110734845919,"NPP_TOX+",34
"425","LINC00511",5.75647582170953,2.28506126927902,173.589300812947,8.67958148210226e-08,1.86551809955819e-07,0.121069182389937,0.0325093125634947,"NPP_TOX+",35
"426","DLL1",6.84250350698249,2.2555263055902,172.467141390274,8.95383760089739e-08,1.86551809955819e-07,0.248427672955975,0.0609549610565527,"NPP_TOX+",36
"427","SETBP1",8.9378637903348,1.05186632512002,171.962514322412,9.08212758995434e-08,1.86551809955819e-07,0.462264150943396,0.258550626481544,"NPP_TOX+",37
"428","TTTY14",9.25216842266496,1.12252657490433,169.701462795875,9.6894907168587e-08,1.93789814337174e-07,0.520440251572327,0.296308838469353,"NPP_TOX+",38
"429","USP3",8.36073629454521,1.13887737348019,165.403257199946,1.09838138612667e-07,2.14043552168274e-07,0.356918238993711,0.188791059939045,"NPP_TOX+",39
"430","RETREG1",6.48566694696837,1.7109251187213,147.422149874574,1.92404746332482e-07,3.65569018031715e-07,0.160377358490566,0.0551981036234338,"NPP_TOX+",40
"431","PLCL2",6.43244031174029,1.88242254168352,145.525414052253,2.04870665502989e-07,3.79760258005541e-07,0.165094339622642,0.05367422959702,"NPP_TOX+",41
"432","SMARCA2",6.29575349486211,1.90368017943052,134.941516310544,2.95197217608532e-07,5.34166393767819e-07,0.141509433962264,0.0470707754825601,"NPP_TOX+",42
"433","KCNB2",6.12447657046091,1.91453380158461,132.738677112163,3.1962182273889e-07,5.64912989026875e-07,0.114779874213836,0.0408059600406366,"NPP_TOX+",43
"434","ARHGAP24",8.08690408028314,1.17396806940524,130.808082028059,3.42825334808848e-07,5.92152851033465e-07,0.286163522012579,0.147985099898408,"NPP_TOX+",44
"435","GRIA3",6.64449455356799,1.82343967229586,126.982326171913,3.95544553799057e-07,6.68030801971741e-07,0.179245283018868,0.0584151710125296,"NPP_TOX+",45
"436","RUNX1T1",6.61905753517489,2.08354281928364,124.024643988993,4.42909218886265e-07,7.20539940468687e-07,0.19811320754717,0.0416525567219777,"NPP_TOX+",46
"437","LPGAT1",7.54847913094944,1.22213855316609,123.864227120041,4.45597068447741e-07,7.20539940468687e-07,0.234276729559748,0.116491703352523,"NPP_TOX+",47
"438","ARHGAP6",6.74897118230721,1.35166830826306,120.087157304846,5.17025244963583e-07,8.18623304525673e-07,0.14622641509434,0.0687436505248899,"NPP_TOX+",48
"439","SLC8A1",7.39348498093973,1.51672300173679,116.686896067024,5.92973739561738e-07,9.19714371565144e-07,0.224842767295597,0.0910938029122926,"NPP_TOX+",49
"440","ANTXR2",7.16752518916786,1.15586931441565,115.452373374623,6.23973104933446e-07,9.48439119498838e-07,0.174528301886792,0.090585844903488,"NPP_TOX+",50
"441","CACNA2D1",7.15670205253695,1.36238228753439,113.410423346635,6.79379883537108e-07,1.01240923821216e-06,0.144654088050314,0.0856755841517101,"NPP_TOX+",51
"442","RAB2A",7.73902145271049,1.12014053234897,112.250535552308,7.13364471013189e-07,1.04260961148081e-06,0.272012578616352,0.131899762952929,"NPP_TOX+",52
"443","SPTLC3",7.75728557822231,1.10031139864622,108.328368396916,8.44833232326097e-07,1.21145897465629e-06,0.235849056603774,0.130037250253979,"NPP_TOX+",53
"444","DOCK8",7.92907307865701,1.35117818677966,104.888128206034,9.84564796087436e-07,1.38568378708602e-06,0.312893081761006,0.143582797155435,"NPP_TOX+",54
"445","SFMBT2",6.35302222511846,1.79115563801621,100.75160837432,1.19129795886039e-06,1.63153040292865e-06,0.14937106918239,0.0509651202167287,"NPP_TOX+",55
"446","SLC14A2",5.2978973855668,2.72875043040137,100.571354374053,1.20218029689479e-06,1.63153040292865e-06,0.10377358490566,0.0206569590247206,"NPP_TOX+",56
"447","GNA14",7.40614214189639,2.00552091301365,97.0071268241517,1.4236943465384e-06,1.89825912871787e-06,0.262578616352201,0.0829664747714189,"NPP_TOX+",57
"448","AL591501.1",6.41046471184766,1.6032609273117,92.6212059197515,1.76974176212517e-06,2.31897196416401e-06,0.127358490566038,0.0472400948188283,"NPP_TOX+",58
"449","DOCK5",7.28379020723809,1.19056489491254,83.2338621427679,2.91214265107343e-06,3.70769255328676e-06,0.205974842767296,0.100914324415848,"NPP_TOX+",59
"450","FRZB",6.35856555432927,1.60693542925581,83.1454769929197,2.92712569996323e-06,3.70769255328676e-06,0.139937106918239,0.0491026075177785,"NPP_TOX+",60
"451","MOB1B",7.721002820902,1.3490074346364,76.3240937327677,4.34454008492571e-06,5.36845048947921e-06,0.264150943396226,0.124788350829665,"NPP_TOX+",61
"452","SLC12A2",6.66701136749327,1.37900845457569,76.1956213223688,4.37952539931199e-06,5.36845048947921e-06,0.14937106918239,0.0628174737555029,"NPP_TOX+",62
"453","TACC2",6.80147654220573,1.33205493450808,74.7713738850368,4.77559635150769e-06,5.76103686848546e-06,0.163522012578616,0.0714527599051812,"NPP_TOX+",63
"454","MCF2L2",6.61943921042423,1.24729527503607,71.7518230218183,5.7674518516836e-06,6.84884907387427e-06,0.139937106918239,0.0655265831357941,"NPP_TOX+",64
"455","ATG2B",6.28950465226635,1.51885198003103,67.8876887667158,7.41990063272069e-06,8.67557612441188e-06,0.135220125786164,0.0506264815441923,"NPP_TOX+",65
"456","SH3GL2",5.69341563080152,2.31325306892371,65.7223808626298,8.59358352170108e-06,9.7944929089975e-06,0.113207547169811,0.0286149678293261,"NPP_TOX+",66
"457","VPS53",7.37249594166491,1.0493004699553,65.6474716987084,8.63461874872149e-06,9.7944929089975e-06,0.209119496855346,0.108364375211649,"NPP_TOX+",67
"458","S100Z",7.707161187557,1.13762045843688,63.2814062462477,1.01866168301634e-05,1.13850423395944e-05,0.262578616352201,0.12715882153742,"NPP_TOX+",68
"459","PODXL",6.46668115093286,1.22594650069432,59.2598241642455,1.36726457013703e-05,1.505972570006e-05,0.135220125786164,0.0590924483576024,"NPP_TOX+",69
"460","ST3GAL6",7.53669540609772,1.11420930293003,55.291518825656,1.85881847116205e-05,2.01814576869022e-05,0.235849056603774,0.114290551981036,"NPP_TOX+",70
"461","AC138305.1",5.92052757180355,1.83426622970133,54.5631446524097,1.97152422317827e-05,2.1103639572049e-05,0.10377358490566,0.0345411445987132,"NPP_TOX+",71
"462","TRIM2",6.33767810621345,1.16625607979616,44.3626517537735,4.83738954460345e-05,5.10613340819253e-05,0.144654088050314,0.0824585167626143,"NPP_TOX+",72
"463","MLXIPL",6.09318710226301,1.32000744787687,39.9103472784393,7.56335875334555e-05,7.87418171581181e-05,0.108490566037736,0.0453775821198781,"NPP_TOX+",73
"464","LPAR1",6.70630339004838,1.11081514158183,36.8705026309943,0.000105074377612274,0.000107914225655849,0.136792452830189,0.0702675245513038,"NPP_TOX+",74
"465","ATP2B4",6.34585248592209,1.12233743545531,26.6726368578091,0.000381397302448491,0.000386482599814471,0.113207547169811,0.055367422959702,"NPP_TOX+",75
"466","NKAIN3",6.83011915707468,1.02925254448201,21.0923554251344,0.000912360566112775,0.000912360566112775,0.135220125786164,0.072130037250254,"NPP_TOX+",76
"467","IGFBP5",7.38268209587284,6.23273856212434,1726.46916112506,6.94102804274785e-14,1.29797224399385e-11,0.804469273743017,0.024045261669024,"IGFBP5+",1
"468","GPC5",6.41554026134036,5.24852798664662,1061.74776625945,1.10900320881214e-12,1.03691800023935e-10,0.446927374301676,0.0281313845670281,"IGFBP5+",2
"469","KCNN2",5.81110331728102,4.97145702200172,949.429282065676,2.09549451444144e-12,1.09403378204319e-10,0.357541899441341,0.016973125884017,"IGFBP5+",3
"470","KCNMA1",7.08729031876485,4.54445800328246,930.950952159111,2.34017921292661e-12,1.09403378204319e-10,0.653631284916201,0.046990413327047,"IGFBP5+",4
"471","UNC5C",6.07557901590467,5.22215246200335,700.383849789767,1.17579696523569e-11,4.39748064998147e-10,0.519553072625698,0.0193305044790193,"IGFBP5+",5
"472","LINC01725",5.40241334639487,4.6309749004227,586.845618091507,3.19809813307688e-11,9.96740584808962e-10,0.307262569832402,0.0157158573000157,"IGFBP5+",6
"473","TPM1",8.57470593760109,2.6727850922975,540.403244699366,5.08090578862502e-11,1.3217911073598e-09,0.754189944134078,0.167531038818168,"IGFBP5+",7
"474","TFAP2B",4.22842704622528,7.20979187988986,526.819836463341,6.267847931494e-11,1.3217911073598e-09,0.251396648044693,0.00125726858400126,"IGFBP5+",8
"475","TANC2",7.01532752034224,3.2373660471945,519.28745802928,6.36156147927177e-11,1.3217911073598e-09,0.525139664804469,0.0622347949080622,"IGFBP5+",9
"476","RUNX1T1",6.79337259903527,3.69113346384791,499.596917386461,7.90680951155741e-11,1.47857337866124e-09,0.502793296089385,0.0443187175860443,"IGFBP5+",10
"477","CCBE1",5.54752078712973,4.95228025301005,473.830798648574,1.06626281321967e-10,1.81264678247344e-09,0.379888268156425,0.0152443815810152,"IGFBP5+",11
"478","PRSS23",5.5005659563018,4.0660355870819,436.302521016008,1.69470824883598e-10,2.43954207038993e-09,0.29608938547486,0.0179160773220179,"IGFBP5+",12
"479","DELEC1",5.15466258058584,4.87170099121081,436.339983295848,1.69593833770423e-10,2.43954207038993e-09,0.340782122905028,0.0122583686940123,"IGFBP5+",13
"480","PRKCE",6.1937701156565,3.69404660380009,412.482885001648,2.31886933758446e-10,3.09734690091639e-09,0.424581005586592,0.0358321546440358,"IGFBP5+",14
"481","CACNA1C",5.83015465732685,4.18704227643955,373.672730785009,4.03146474860008e-10,5.02589271992144e-09,0.396648044692737,0.0245167373880245,"IGFBP5+",15
"482","GABRP",4.3969437624331,6.8854291777037,356.602918109723,5.74069946512926e-10,6.70944249986983e-09,0.29608938547486,0.00235737859500236,"IGFBP5+",16
"483","PRTG",9.24697934090344,1.59511440092814,316.893618948001,1.00914373966758e-09,1.08906947251294e-08,0.653631284916201,0.273770234166274,"IGFBP5+",17
"484","TMTC2",8.21984241879998,2.22614305660396,314.733301236398,1.04830216605524e-09,1.08906947251294e-08,0.581005586592179,0.143171460003143,"IGFBP5+",18
"485","CSMD1",5.41172126865357,3.59731505184406,296.021628568868,1.47661656293254e-09,1.45330156457045e-08,0.201117318435754,0.0287600188590288,"IGFBP5+",19
"486","HAPLN1",4.3749706621489,5.69817485014436,287.460013713328,1.77114493586222e-09,1.59025383105489e-08,0.223463687150838,0.00455759861700456,"IGFBP5+",20
"487","CCDC3",4.24098130209035,5.77572313115025,287.611995084501,1.78584654824346e-09,1.59025383105489e-08,0.268156424581006,0.00518623290900519,"IGFBP5+",21
"488","CDH3",6.16032141981442,3.62601625828996,258.568605698394,3.11541743797804e-09,2.64810482228133e-08,0.374301675977654,0.033003300330033,"IGFBP5+",22
"489","FUT8",6.80591351095235,2.60473661520651,250.736539590777,3.69147295551306e-09,3.00132801165627e-08,0.374301675977654,0.0584629891560585,"IGFBP5+",23
"490","HS6ST2",6.55592914200426,3.18988161754487,247.270911616191,3.9851820506922e-09,3.10512101449767e-08,0.346368715083799,0.046990413327047,"IGFBP5+",24
"491","AC012574.1",3.7992790218085,6.53270450192635,234.704943184477,5.66529759771743e-09,4.23764260309264e-08,0.212290502793296,0.00188590287600189,"IGFBP5+",25
"492","PAPPA2",4.58766141155492,4.45092893749683,227.782180289863,6.29567334532738e-09,4.52804198298546e-08,0.206703910614525,0.0108439415370108,"IGFBP5+",26
"493","VTCN1",3.61494499335662,6.51217721575294,200.594687424299,1.27161111248135e-08,8.55937825496623e-08,0.184357541899441,0.00172874430300173,"IGFBP5+",27
"494","FSTL4",4.66931544987751,4.81806536363896,199.998398769797,1.28161813443345e-08,8.55937825496623e-08,0.201117318435754,0.0088008800880088,"IGFBP5+",28
"495","TFAP2A",3.37532750434793,6.79701706511887,183.414883801474,1.49774242832052e-08,9.65785634813579e-08,0.150837988826816,0.000942951438000943,"IGFBP5+",29
"496","EPAS1",4.04777039415987,4.69768083035652,192.290260474071,1.60716226267341e-08,1.00179781039976e-07,0.167597765363128,0.00518623290900519,"IGFBP5+",30
"497","SCUBE3",5.46968277282051,3.63443013348906,188.285388930006,1.77423268671909e-08,1.07026294327894e-07,0.307262569832402,0.0191733459060192,"IGFBP5+",31
"498","COL1A1",4.55331295388685,4.26830532264689,185.485598429623,1.93370427946537e-08,1.13000843831257e-07,0.189944134078212,0.00864372151500864,"IGFBP5+",32
"499","NTRK2",4.22328348006666,5.07938852722029,183.137373456997,2.08759026504175e-08,1.18296781685699e-07,0.189944134078212,0.00675781863900676,"IGFBP5+",33
"500","P2RY6",3.04008548359747,6.75309638943754,155.194056168867,2.34921918422179e-08,1.29207055132199e-07,0.128491620111732,0.000785792865000786,"IGFBP5+",34
"501","LINC01924",5.78046523125654,3.71956359686339,166.303115789341,3.47456482621971e-08,1.85641035000882e-07,0.29608938547486,0.0224736759390225,"IGFBP5+",35
"502","CRABP2",4.40518068775289,4.39448961078078,165.512643581495,3.58952001592307e-08,1.86455623049337e-07,0.173184357541899,0.00738645293100739,"IGFBP5+",36
"503","GAS7",4.6336799357481,4.2367029203887,156.004162201415,4.92435214882028e-08,2.48879419413349e-07,0.223463687150838,0.0105296243910105,"IGFBP5+",37
"504","TNC",3.56058921535125,6.33478866983502,141.833850199025,8.42329451989311e-08,4.14514756636845e-07,0.162011173184358,0.00188590287600189,"IGFBP5+",38
"505","BNC1",3.52647227475611,6.73056316800035,135.987249340679,9.21743327446519e-08,4.33206177181832e-07,0.173184357541899,0.00125726858400126,"IGFBP5+",39
"506","SLIT3",6.21805939887465,3.01562075772183,138.532502727678,9.26644229265952e-08,4.33206177181832e-07,0.29608938547486,0.0403897532610404,"IGFBP5+",40
"507","IGDCC3",7.27490990995213,1.83310886349835,137.480875058564,9.64936881982634e-08,4.40105358367689e-07,0.357541899441341,0.088951752318089,"IGFBP5+",41
"508","KLHL29",4.44268110529553,3.63851700753348,135.357295251778,1.05839099481889e-07,4.71235990550317e-07,0.162011173184358,0.0136727958510137,"IGFBP5+",42
"509","LHFPL6",4.62075401867743,4.10664153864724,133.478728089598,1.1344946512061e-07,4.7271274671071e-07,0.162011173184358,0.0099009900990099,"IGFBP5+",43
"510","BCL11A",5.36805937439473,3.53051639968847,133.124934089243,1.14707512053504e-07,4.7271274671071e-07,0.240223463687151,0.019016187333019,"IGFBP5+",44
"511","PCDH11X",4.75663969048019,4.18451802939297,132.560313409893,1.1754825422195e-07,4.7271274671071e-07,0.201117318435754,0.0161873330190162,"IGFBP5+",45
"512","TGFBI",2.91327798185852,7.39527971060947,95.0949190989181,1.17769880457781e-07,4.7271274671071e-07,0.100558659217877,0.000471475719000471,"IGFBP5+",46
"513","BACH2",7.28225332785188,2.30846847370688,131.840045946973,1.20587942838629e-07,4.7271274671071e-07,0.374301675977654,0.082036775106082,"IGFBP5+",47
"514","ITGA9",5.07812021987385,3.18741735197169,131.789410255118,1.21338031241252e-07,4.7271274671071e-07,0.189944134078212,0.0179160773220179,"IGFBP5+",48
"515","THRB",5.13753063628848,3.43227744666875,126.665465251245,1.49569776776144e-07,5.70807107288551e-07,0.206703910614525,0.0176017601760176,"IGFBP5+",49
"516","EYA1",6.40296505045977,2.38935609765277,121.721067666592,1.84294419401614e-07,6.89261128562038e-07,0.268156424581006,0.0465189376080465,"IGFBP5+",50
"517","GFRA1",6.70389369076575,1.8344674014368,110.063923268063,3.13165729192352e-07,1.13981768725278e-06,0.268156424581006,0.0587773063020588,"IGFBP5+",51
"518","IGFBP3",5.06252533523202,2.98917239177697,109.894703177548,3.16954651000774e-07,1.13981768725278e-06,0.156424581005587,0.0168159673110168,"IGFBP5+",52
"519","CNTN4",8.34903397549039,1.26591496095014,107.47267763533,3.54377904159997e-07,1.25035222788527e-06,0.452513966480447,0.15983026874116,"IGFBP5+",53
"520","KCTD1",6.27465229296911,2.20246476428836,107.074907040034,3.61825367556988e-07,1.25298784691031e-06,0.251396648044693,0.0446330347320446,"IGFBP5+",54
"521","SLC38A1",8.12591452446811,1.459887053559,105.653735647937,3.87452288133174e-07,1.31733777965279e-06,0.452513966480447,0.150872230080151,"IGFBP5+",55
"522","CTTNBP2",6.28816496071621,2.52349855578708,101.530186527763,4.77183735141865e-07,1.59345282984873e-06,0.284916201117318,0.0424328147100424,"IGFBP5+",56
"523","PDE3A",7.71434524987737,1.56679066287333,100.810108944051,4.94858000740838e-07,1.6234815112024e-06,0.363128491620112,0.0746503221750747,"IGFBP5+",57
"524","ST3GAL1",4.01272949435274,3.90424798414829,100.791725634891,5.04019973259577e-07,1.62502991378519e-06,0.122905027932961,0.00644350149300644,"IGFBP5+",58
"525","NCALD",4.83098771796198,3.30893338984764,98.7265181865808,5.54353768175628e-07,1.75701957031936e-06,0.150837988826816,0.0141442715700141,"IGFBP5+",59
"526","EYA2",6.13000732069509,2.21310545573187,89.7766801532225,9.02517651781886e-07,2.79432567770032e-06,0.229050279329609,0.0427471318560427,"IGFBP5+",60
"527","GCNT2",6.33943197499796,1.8934758221403,89.6060186491869,9.1151800181668e-07,2.79432567770032e-06,0.212290502793296,0.046990413327047,"IGFBP5+",61
"528","CLMP",4.04476571158655,3.84324724380243,89.5396706346686,9.28067480787226e-07,2.79917127269696e-06,0.128491620111732,0.00754361150400754,"IGFBP5+",62
"529","WDFY2",7.23477568804142,1.71738082027911,88.6122843318013,9.6384005020386e-07,2.86092205377971e-06,0.307262569832402,0.0878516423070878,"IGFBP5+",63
"530","COL5A2",4.85503600296993,3.15148892765647,87.5651338492343,1.02976602378826e-06,3.00884760075632e-06,0.162011173184358,0.0143014301430143,"IGFBP5+",64
"531","STOM",3.44436360550761,4.8820180145715,86.8300608054826,1.12680213991311e-06,3.24172307944233e-06,0.106145251396648,0.00282885431400283,"IGFBP5+",65
"532","SPSB4",5.12948102383792,2.84308931077317,77.8764261623786,1.86923978665328e-06,5.29617939551763e-06,0.173184357541899,0.0182303944680182,"IGFBP5+",66
"533","CLCN5",7.27029802001222,1.51453591577401,76.7214665137421,2.00797051601237e-06,5.60433561931812e-06,0.329608938547486,0.0900518623290901,"IGFBP5+",67
"534","TCF4",8.98523209679367,1.16208964905791,76.3653646238952,2.0544633810545e-06,5.64977429789987e-06,0.53072625698324,0.25035360678925,"IGFBP5+",68
"535","ARHGAP31",5.33002751734441,2.25450850011593,75.7813391894884,2.15080956126563e-06,5.82900562256047e-06,0.145251396648045,0.0229451516580229,"IGFBP5+",69
"536","MXRA8",3.97880223135645,4.24482183249375,74.9712616099469,2.28383098581493e-06,6.10109134781989e-06,0.145251396648045,0.00534339148200534,"IGFBP5+",70
"537","PDZRN3",8.93496775118919,1.04062666610208,74.0844938027391,2.39372529211507e-06,6.30460041726082e-06,0.547486033519553,0.228194247996228,"IGFBP5+",71
"538","RAB31",4.74662491125741,3.0119179684545,73.3111770565902,2.54275486963484e-06,6.60409945307937e-06,0.145251396648045,0.0147729058620148,"IGFBP5+",72
"539","GAS1",3.35931860362787,4.9855113156303,70.4944902207566,3.24637642428828e-06,8.3160601553686e-06,0.100558659217877,0.00251453716800251,"IGFBP5+",73
"540","NES",4.27643742749877,3.00226737425013,68.7568728086886,3.55204498390444e-06,8.9018156671675e-06,0.100558659217877,0.00911519723400911,"IGFBP5+",74
"541","CDH8",4.39053668748241,3.20954454567867,68.5685543033382,3.57024692533456e-06,8.9018156671675e-06,0.100558659217877,0.0111582586830112,"IGFBP5+",75
"542","ACSM3",5.14732106268188,2.49277188658914,67.1390177931477,3.94116134231509e-06,9.58594930432393e-06,0.134078212290503,0.0182303944680182,"IGFBP5+",76
"543","SAMD3",4.29382250128876,3.42555918146872,67.1884904294841,3.94715559589809e-06,9.58594930432393e-06,0.111731843575419,0.00974383152600974,"IGFBP5+",77
"544","GLI3",5.44049564822186,2.22253167734588,66.377718048014,4.16583040337337e-06,9.98243325006165e-06,0.150837988826816,0.0262454816910262,"IGFBP5+",78
"545","SLC39A10",6.68665233304076,1.72147607495162,66.0205643163394,4.26035579976478e-06,9.98243325006165e-06,0.229050279329609,0.060977526324061,"IGFBP5+",79
"546","CPE",6.4664790907125,1.8055481160982,65.9933628445386,4.27055967917076e-06,9.98243325006165e-06,0.195530726256983,0.052019487663052,"IGFBP5+",80
"547","PRSS12",5.98471395118418,2.22472637959354,63.9309164117957,4.99837635537889e-06,1.15394614624179e-05,0.212290502793296,0.0352035203520352,"IGFBP5+",81
"548","TANC1",6.65815210447262,1.87601231196883,63.7000139800752,5.08356840785311e-06,1.15930157593723e-05,0.290502793296089,0.0564199277070564,"IGFBP5+",82
"549","LRP2",5.39698813265392,2.27802131037136,62.4097143687699,5.64671314182501e-06,1.27221127412202e-05,0.128491620111732,0.024045261669024,"IGFBP5+",83
"550","SAMD4A",4.71943282880499,2.61010944988157,61.885264398225,5.93333748861686e-06,1.32087394091828e-05,0.122905027932961,0.0133584787050134,"IGFBP5+",84
"551","L1TD1",6.32823753124777,1.84118485617069,61.1801946248214,6.20428084032795e-06,1.36494178487215e-05,0.206703910614525,0.0480905233380481,"IGFBP5+",85
"552","SPTBN1",7.60544263019755,1.33043228336141,60.8850572952584,6.34443944184845e-06,1.37954671584379e-05,0.368715083798883,0.111582586830112,"IGFBP5+",86
"553","RYR2",5.43372190333375,2.13410563836053,60.3172770839007,6.67966374350543e-06,1.43574381613278e-05,0.173184357541899,0.0370894232280371,"IGFBP5+",87
"554","ZNF462",8.01498317882353,1.23020006452822,59.9431332716684,6.84632720938649e-06,1.45484453199463e-05,0.402234636871508,0.144900204306145,"IGFBP5+",88
"555","RHOU",4.38811032187309,3.0923904645471,59.1969880881302,7.37468089539182e-06,1.54951160386322e-05,0.11731843575419,0.0103724658180104,"IGFBP5+",89
"556","FERMT1",3.67662260504598,3.82056482030726,58.3146487548364,8.05504435990363e-06,1.6736592170022e-05,0.100558659217877,0.00487191576300487,"IGFBP5+",90
"557","TBC1D1",6.82882228641728,1.50128393489274,57.4350504609178,8.43920894633797e-06,1.73421106919253e-05,0.217877094972067,0.0694640892660695,"IGFBP5+",91
"558","AC099520.1",5.02795380519033,3.85575093480087,56.619571056602,9.0495584051338e-06,1.83942111060872e-05,0.11731843575419,0.0196448216250196,"IGFBP5+",92
"559","UBASH3B",5.38197840187729,2.18834869231332,53.9432634229527,1.14792951223519e-05,2.30820235255893e-05,0.162011173184358,0.0224736759390225,"IGFBP5+",93
"560","PKP2",6.74318739261665,1.60702733172611,51.4638840589571,1.43156432430295e-05,2.84789924090054e-05,0.23463687150838,0.0634920634920635,"IGFBP5+",94
"561","AHNAK",6.03371870337524,1.81973654467668,50.8390036616078,1.51988182565439e-05,2.99176738313023e-05,0.167597765363128,0.038032374666038,"IGFBP5+",95
"562","NR2F1-AS1",6.46477103332608,1.62430632080998,50.599446390152,1.55285161550295e-05,3.02482554269846e-05,0.229050279329609,0.0510765362250511,"IGFBP5+",96
"563","PLXNA2",5.42322843294335,2.31351754764841,49.8704057048874,1.66770902644376e-05,3.2150679169586e-05,0.162011173184358,0.0251453716800251,"IGFBP5+",97
"564","SORL1",6.7826458722722,1.48261753636761,49.6095807977376,1.70478188814401e-05,3.25300217431561e-05,0.245810055865922,0.0677353449630677,"IGFBP5+",98
