"","p_val","log_fc","rate1","rate2","padj","cluster","feature","comp"
"E4F1.2",2.31527387720838e-36,0.246316801272946,1,1,1.69246520423933e-33,"MLP1","E4F1","MLP1_vs_all"
"ZBTB33.2",3.13953721423443e-36,-0.354424473170908,1,1,2.29500170360537e-33,"MLP1","ZBTB33","MLP1_vs_all"
"SOX2.2",4.98135527314006e-36,0.270841066436466,1,1,3.64137070466538e-33,"MLP1","SOX2","MLP1_vs_all"
"PAX1.1",9.18431259596853e-36,-0.552658684829404,1,1,6.713732507653e-33,"MLP1","PAX1","MLP1_vs_all"
"MAF.2",1.57253253527666e-35,-0.449784222871783,1,1,1.14952128328724e-32,"MLP1","MAF","MLP1_vs_all"
"TP73.2",1.97994045493184e-35,0.239712430605608,1,1,1.44733647255518e-32,"MLP1","TP73","MLP1_vs_all"
"ZNF382",2.00538602178498e-35,-0.472922483234322,1,1,1.46593718192482e-32,"MLP1","ZNF382","MLP1_vs_all"
"HOXA1.1",2.08887147976078e-35,0.242218272073117,1,1,1.52696505170513e-32,"MLP1","HOXA1","MLP1_vs_all"
"NR1I2.2",3.95100481108368e-35,-0.454683584886002,1,1,2.88818451690217e-32,"MLP1","NR1I2","MLP1_vs_all"
"NR1H2.2",7.13427237858426e-35,-0.316642446546916,1,1,5.21515310874509e-32,"MLP1","NR1H2","MLP1_vs_all"
"NR1D1.2",7.14845110363396e-35,-0.3541064954566,1,1,5.22551775675643e-32,"MLP1","NR1D1","MLP1_vs_all"
"MSX2.1",1.29580621992108e-34,-0.328095507563075,1,1,9.47234346762308e-32,"MLP1","MSX2","MLP1_vs_all"
"FOXD1.2",1.59966193329198e-34,-0.394777360961847,0.999,1,1.16935287323644e-31,"MLP1","FOXD1","MLP1_vs_all"
"SALL1.2",1.76985175912307e-34,-0.400868193832734,1,1,1.29376163591896e-31,"MLP1","SALL1","MLP1_vs_all"
"KLF11.2",2.60579669898379e-34,-0.34819407815306,0.999,1,1.90483738695715e-31,"MLP1","KLF11","MLP1_vs_all"
"CREBZF.2",3.90961749656207e-34,-0.396451186919265,1,1,2.85793038998687e-31,"MLP1","CREBZF","MLP1_vs_all"
"RARG.1",5.07894556924949e-34,0.252090228208657,1,1,3.71270921112138e-31,"MLP1","RARG","MLP1_vs_all"
"WWTR1.2",6.43109756186028e-34,-0.487438414514482,0.999,1,4.70113231771986e-31,"MLP1","WWTR1","MLP1_vs_all"
"SIN3A.2",7.23204257151244e-34,0.22822724067484,1,1,5.28662311977559e-31,"MLP1","SIN3A","MLP1_vs_all"
"GSC.2",1.26436859922823e-33,-0.274826443141418,1,1,9.24253446035833e-31,"MLP1","GSC","MLP1_vs_all"
"FHL2.1",6.12135878668529e-33,-0.345380887905351,1,1,4.47471327306694e-30,"MLP1","FHL2","MLP1_vs_all"
"ARNT.2",1.21502311694399e-32,-0.305713020987586,1,1,8.8818189848606e-30,"MLP1","ARNT","MLP1_vs_all"
"HDAC3.1",1.69048023238026e-32,-0.303154224694437,0.999,1,1.23574104986997e-29,"MLP1","HDAC3","MLP1_vs_all"
"OTX2.1",1.73192387810341e-32,-0.376095540913294,1,1,1.26603635489359e-29,"MLP1","OTX2","MLP1_vs_all"
"RELB.1",3.14781899040521e-32,0.194067256580671,1,1,2.30105568198621e-29,"MLP1","RELB","MLP1_vs_all"
"SOX4.1",3.73076310327648e-32,0.283135148278529,1,1,2.72718782849511e-29,"MLP1","SOX4","MLP1_vs_all"
"MESP2",5.91225661121678e-32,-0.195049775703238,1,1,4.32185958279946e-29,"MLP1","MESP2","MLP1_vs_all"
"LMX1B.1",8.77376018184783e-32,0.252826228704346,1,1,6.41361869293076e-29,"MLP1","LMX1B","MLP1_vs_all"
"ZNF24",1.50362966200319e-31,0.250659592506996,1,1,1.09915328292433e-28,"MLP1","ZNF24","MLP1_vs_all"
"SIX4.1",1.76792925153437e-31,0.199197000701222,1,1,1.29235628287163e-28,"MLP1","SIX4","MLP1_vs_all"
"ELK3.2",2.30375285338003e-31,0.231940584521463,1,1,1.6840433358208e-28,"MLP1","ELK3","MLP1_vs_all"
"ELK1.2",2.69860349072791e-31,0.252224856630559,1,1,1.9726791517221e-28,"MLP1","ELK1","MLP1_vs_all"
"NANOG.2",2.85487225090541e-31,0.24123645252709,1,1,2.08691161541185e-28,"MLP1","NANOG","MLP1_vs_all"
"ZFP42.1",5.21262710287508e-31,0.278650365996493,1,1,3.81043041220169e-28,"MLP1","ZFP42","MLP1_vs_all"
"EBF3.1",8.28377691919359e-31,0.280459213228615,1,1,6.05544092793051e-28,"MLP1","EBF3","MLP1_vs_all"
"ESR2.1",2.24356788019402e-30,0.221939437725788,1,1,1.64004812042183e-27,"MLP1","ESR2","MLP1_vs_all"
"TBPL1",4.79970328092352e-30,0.219539047903557,1,1,3.50858309835509e-27,"MLP1","TBPL1","MLP1_vs_all"
"GRHL2.2",6.44687293029886e-30,0.289636660971382,1,1,4.71266411204847e-27,"MLP1","GRHL2","MLP1_vs_all"
"TWIST1.1",2.34862790057878e-29,-0.288295518543756,1,1,1.71684699532308e-26,"MLP1","TWIST1","MLP1_vs_all"
"EZH2.1",2.49124194143987e-29,0.185604690595622,1,1,1.82109785919254e-26,"MLP1","EZH2","MLP1_vs_all"
"POU3F2.2",6.14831683394741e-29,-0.415177394469302,1,1,4.49441960561556e-26,"MLP1","POU3F2","MLP1_vs_all"
"PAX9.2",1.13870175787939e-28,0.356067374010636,1,1,8.32390985009836e-26,"MLP1","PAX9","MLP1_vs_all"
"NR3C1.2",1.38845980048024e-28,0.258347505570828,1,1,1.01496411415105e-25,"MLP1","NR3C1","MLP1_vs_all"
"TEAD4.2",1.39120515708708e-28,-0.370551996028953,1,1,1.01697096983065e-25,"MLP1","TEAD4","MLP1_vs_all"
"TFE3.2",7.06979989468795e-28,-0.315031814850564,1,1,5.16802372301689e-25,"MLP1","TFE3","MLP1_vs_all"
"NR4A1.1",8.17578832197462e-28,-0.289009033194195,0.999,1,5.97650126336344e-25,"MLP1","NR4A1","MLP1_vs_all"
"NFIB.2",1.08931313687744e-27,-0.270378314323275,1,1,7.96287903057411e-25,"MLP1","NFIB","MLP1_vs_all"
"ZNF354C.2",1.80308323034175e-27,0.21763704602081,1,1,1.31805384137982e-24,"MLP1","ZNF354C","MLP1_vs_all"
"HDAC4.2",2.18287216678881e-27,0.259463809376593,1,1,1.59567955392262e-24,"MLP1","HDAC4","MLP1_vs_all"
"HAND2.1",2.37028536451013e-27,0.281131880063993,1,1,1.7326786014569e-24,"MLP1","HAND2","MLP1_vs_all"
"FOSB.2",6.07800349384394e-27,0.27759216890587,1,1,4.44302055399992e-24,"MLP1","FOSB","MLP1_vs_all"
"HDGF.1",6.1177820537122e-27,-0.479148811298667,1,1,4.47209868126362e-24,"MLP1","HDGF","MLP1_vs_all"
"ZNF362.1",6.73429369527044e-27,0.212369383310987,1,1,4.92276869124269e-24,"MLP1","ZNF362","MLP1_vs_all"
"HOXB9.2",7.65537630056347e-27,-0.3334916183616,1,1,5.59608007571189e-24,"MLP1","HOXB9","MLP1_vs_all"
"PAX7.2",1.02558927906658e-26,0.268665894913463,1,1,7.49705762997668e-24,"MLP1","PAX7","MLP1_vs_all"
"SMAD6.1",1.35683769591146e-26,-0.252467588209727,1,1,9.9184835571128e-24,"MLP1","SMAD6","MLP1_vs_all"
"HOXA10",1.60788255153043e-26,-0.251735244796533,1,1,1.17536214516875e-23,"MLP1","HOXA10","MLP1_vs_all"
"SP1.2",1.67847148755819e-26,0.148212950483881,1,1,1.22696265740504e-23,"MLP1","SP1","MLP1_vs_all"
"NR1H4.2",1.8174286659628e-26,-0.237153592138985,1,1,1.32854035481881e-23,"MLP1","NR1H4","MLP1_vs_all"
"NKX6-1.2",2.6597421216019e-26,-0.555281824162817,1,1,1.94427149089099e-23,"MLP1","NKX6-1","MLP1_vs_all"
"RARB.2",3.04909020208135e-26,0.199527560894667,0.999,1,2.22888493772146e-23,"MLP1","RARB","MLP1_vs_all"
"HOXC13.2",4.07943321820599e-26,0.202198097926077,1,1,2.98206568250858e-23,"MLP1","HOXC13","MLP1_vs_all"
"SMAD4.2",4.41888923008017e-26,0.227333686727436,1,1,3.2302080271886e-23,"MLP1","SMAD4","MLP1_vs_all"
"PAX6.1",4.5243779106664e-26,-0.362301380555712,1,1,3.30732025269714e-23,"MLP1","PAX6","MLP1_vs_all"
"NPM1",9.26022628683443e-26,0.195285632729474,1,1,6.76922541567597e-23,"MLP1","NPM1","MLP1_vs_all"
"TBX3.2",1.00074791916198e-25,-0.286308550717552,1,1,7.31546728907409e-23,"MLP1","TBX3","MLP1_vs_all"
"HHEX.1",1.38882299934647e-25,-0.279735526548938,1,1,1.01522961252227e-22,"MLP1","HHEX","MLP1_vs_all"
"ELF1.2",1.54567961012783e-25,-0.332667724178016,1,1,1.12989179500345e-22,"MLP1","ELF1","MLP1_vs_all"
"SMARCC1.2",1.57353874941394e-25,0.239972945342868,1,1,1.15025682582159e-22,"MLP1","SMARCC1","MLP1_vs_all"
"IRF6.2",2.00542983102449e-25,-0.318270675381165,1,1,1.4659692064789e-22,"MLP1","IRF6","MLP1_vs_all"
"REL.1",2.84285462629115e-25,0.206817258165112,1,1,2.07812673181883e-22,"MLP1","REL","MLP1_vs_all"
"FOXN1.2",3.50170091380862e-25,-0.329049763965341,1,1,2.5597433679941e-22,"MLP1","FOXN1","MLP1_vs_all"
"MYOCD.2",5.69504414680037e-25,0.161806099969289,1,1,4.16307727131107e-22,"MLP1","MYOCD","MLP1_vs_all"
"PLAGL2.2",1.00087792711064e-24,-0.432164345276582,1,1,7.3164176471788e-22,"MLP1","PLAGL2","MLP1_vs_all"
"NR3C2.1",1.02357645625677e-24,0.224574115466806,1,1,7.48234389523696e-22,"MLP1","NR3C2","MLP1_vs_all"
"NFYA.2",2.5224811329615e-24,-0.324492442075293,1,1,1.84393370819486e-21,"MLP1","NFYA","MLP1_vs_all"
"SIRT1.1",3.69000160752432e-24,-0.31984981039804,1,1,2.69739117510028e-21,"MLP1","SIRT1","MLP1_vs_all"
"DEAF1.1",5.44853755307832e-24,-0.387244441050141,1,1,3.98288095130025e-21,"MLP1","DEAF1","MLP1_vs_all"
"ETV5.2",4.59271990249148e-23,-0.283025542856552,0.999,1,3.35727824872127e-20,"MLP1","ETV5","MLP1_vs_all"
"IRX4.2",6.26284442121717e-23,0.171800003228862,1,1,4.57813927190975e-20,"MLP1","IRX4","MLP1_vs_all"
"ETV1.1",7.62937239979723e-23,0.241562320714212,1,1,5.57707122425178e-20,"MLP1","ETV1","MLP1_vs_all"
"NCOA2.2",9.4412450792484e-23,0.170819761242264,1,1,6.90155015293058e-20,"MLP1","NCOA2","MLP1_vs_all"
"MNT.1",1.07993797344897e-22,0.220296720144358,1,1,7.89434658591196e-20,"MLP1","MNT","MLP1_vs_all"
"UBTF.1",1.32315491549923e-22,0.201679981076064,1,1,9.67226243229938e-20,"MLP1","UBTF","MLP1_vs_all"
"PAX8",2.05654016394668e-22,-0.294199733486979,1,1,1.50333085984502e-19,"MLP1","PAX8","MLP1_vs_all"
"NRG1.2",2.40991930315837e-22,0.190986142157243,1,1,1.76165101060877e-19,"MLP1","NRG1","MLP1_vs_all"
"PAX5.2",4.00843054797516e-22,0.181358597441866,1,1,2.93016273056984e-19,"MLP1","PAX5","MLP1_vs_all"
"LHX3.1",4.08726697070623e-22,0.224530640934695,1,1,2.98779215558625e-19,"MLP1","LHX3","MLP1_vs_all"
"KDM2A.2",7.18279391472402e-22,0.248325925748522,1,1,5.25062235166326e-19,"MLP1","KDM2A","MLP1_vs_all"
"DOT1L.2",1.91198348934863e-21,0.240995944143319,1,1,1.39765993071385e-18,"MLP1","DOT1L","MLP1_vs_all"
"TFEB.2",3.7548544041521e-21,0.148083633150444,1,1,2.74479856943518e-18,"MLP1","TFEB","MLP1_vs_all"
"BHLHE41",4.04262261606245e-21,-0.235896795325258,1,1,2.95515713234165e-18,"MLP1","BHLHE41","MLP1_vs_all"
"PHOX2B.1",5.93801186400777e-21,0.172269696757053,1,1,4.34068667258968e-18,"MLP1","PHOX2B","MLP1_vs_all"
"ZKSCAN7.2",1.84694361831669e-20,-0.33696749060033,1,1,1.3501157849895e-17,"MLP1","ZKSCAN7","MLP1_vs_all"
"ZIC1.2",2.25639081198904e-20,0.205371394454935,1,1,1.64942168356399e-17,"MLP1","ZIC1","MLP1_vs_all"
"PRDM1.1",4.32574875268529e-20,-0.231033635477164,1,1,3.16212233821294e-17,"MLP1","PRDM1","MLP1_vs_all"
"SUPT20H.1",4.96037369208156e-20,-0.307480897348262,1,1,3.62603316891162e-17,"MLP1","SUPT20H","MLP1_vs_all"
"TLX2.2",5.63537186956809e-20,-0.407415154233377,1,1,4.11945683665428e-17,"MLP1","TLX2","MLP1_vs_all"
"TCF12.2",6.52404481013442e-20,-0.298864846532499,1,1,4.76907675620826e-17,"MLP1","TCF12","MLP1_vs_all"
"HMGA2.1",8.99482522326442e-20,0.141800351704918,1,1,6.57521723820629e-17,"MLP1","HMGA2","MLP1_vs_all"
"ZNF335.2",1.00122279767333e-19,0.233008150368001,1,1,7.31893865099207e-17,"MLP1","ZNF335","MLP1_vs_all"
"KLF15.1",1.05759122979101e-19,-0.354145509181511,0.999,1,7.73099188977232e-17,"MLP1","KLF15","MLP1_vs_all"
"SPIC.2",1.13352779823872e-19,0.110597081352476,1,1,8.28608820512502e-17,"MLP1","SPIC","MLP1_vs_all"
"FOXG1.2",1.17417627657843e-19,-0.26445763242245,1,1,8.58322858178832e-17,"MLP1","FOXG1","MLP1_vs_all"
"NKRF.2",1.18902706940652e-19,-0.647123010986019,1,1,8.69178787736166e-17,"MLP1","NKRF","MLP1_vs_all"
"KLF3.2",2.65028991197184e-19,-0.182223830031591,1,1,1.93736192565142e-16,"MLP1","KLF3","MLP1_vs_all"
"NFAT5.1",2.93117543164946e-19,-0.23421661180687,1,1,2.14268924053575e-16,"MLP1","NFAT5","MLP1_vs_all"
"TCF4.2",4.02213588219449e-19,-0.275442309761837,1,1,2.94018132988417e-16,"MLP1","TCF4","MLP1_vs_all"
"MEIS1.2",5.06972702156037e-19,0.183015388224827,1,1,3.70597045276063e-16,"MLP1","MEIS1","MLP1_vs_all"
"JUNB.2",5.30736616290785e-19,-0.216400163557803,1,1,3.87968466508564e-16,"MLP1","JUNB","MLP1_vs_all"
"NFIC.1",5.52320547274929e-19,-0.232244794033529,1,1,4.03746320057973e-16,"MLP1","NFIC","MLP1_vs_all"
"LYL1.1",6.01730797052113e-19,0.184788557436089,1,1,4.39865212645095e-16,"MLP1","LYL1","MLP1_vs_all"
"BACH2.1",6.77401522852714e-19,0.222992802718393,1,1,4.95180513205334e-16,"MLP1","BACH2","MLP1_vs_all"
"EOMES.1",1.11643437427964e-18,0.142567804120531,1,1,8.1611352759842e-16,"MLP1","EOMES","MLP1_vs_all"
"JUN.2",1.12428133535649e-18,0.125830697852969,1,1,8.21849656145597e-16,"MLP1","JUN","MLP1_vs_all"
"NFX1.2",1.18396155165446e-18,-0.347230287153544,0.999,1,8.65475894259409e-16,"MLP1","NFX1","MLP1_vs_all"
"HEY1.1",1.88772455884132e-18,0.184083625822555,1,1,1.37992665251301e-15,"MLP1","HEY1","MLP1_vs_all"
"SSRP1",2.01727058604232e-18,0.140729911408437,1,1,1.47462479839694e-15,"MLP1","SSRP1","MLP1_vs_all"
"PITX1.1",2.39602890023566e-18,-0.278862794156842,1,1,1.75149712607227e-15,"MLP1","PITX1","MLP1_vs_all"
"MYCN.2",2.44533892988105e-18,0.17530156931498,1,1,1.78754275774305e-15,"MLP1","MYCN","MLP1_vs_all"
"NEUROD6.1",2.46886067963154e-18,-0.29956929371893,1,1,1.80473715681066e-15,"MLP1","NEUROD6","MLP1_vs_all"
"E2F7.2",3.72939761011801e-18,-0.164941510987102,1,1,2.72618965299626e-15,"MLP1","E2F7","MLP1_vs_all"
"HIF3A.1",3.74210218865688e-18,0.166179434817336,1,1,2.73547669990818e-15,"MLP1","HIF3A","MLP1_vs_all"
"SMARCA1.1",3.96242512730269e-18,-0.258580491129969,1,1,2.89653276805827e-15,"MLP1","SMARCA1","MLP1_vs_all"
"IRF7.1",4.95325702997704e-18,0.244870197901061,1,1,3.62083088891322e-15,"MLP1","IRF7","MLP1_vs_all"
"KLF17.1",6.27270044853459e-18,-0.303005034908499,1,1,4.58534402787879e-15,"MLP1","KLF17","MLP1_vs_all"
"RARA.1",9.3582903504424e-18,0.157399546687802,1,1,6.84091024617339e-15,"MLP1","RARA","MLP1_vs_all"
"NFKB1.2",1.15059091880474e-17,0.103489146223227,1,1,8.41081961646263e-15,"MLP1","NFKB1","MLP1_vs_all"
"HESX1.1",1.16902543604072e-17,-0.211013369769186,1,1,8.54557593745766e-15,"MLP1","HESX1","MLP1_vs_all"
"NR2E1.2",1.25625389335083e-17,-0.303530729214156,1,1,9.1832159603946e-15,"MLP1","NR2E1","MLP1_vs_all"
"WT1.2",1.40677636825219e-17,0.143141864041255,1,1,1.02835352519235e-14,"MLP1","WT1","MLP1_vs_all"
"DMTF1.1",1.55929980828364e-17,-0.269126763250993,1,1,1.13984815985534e-14,"MLP1","DMTF1","MLP1_vs_all"
"GLI1.2",2.01861960969686e-17,0.161213102542132,1,1,1.47561093468841e-14,"MLP1","GLI1","MLP1_vs_all"
"PRDM2",2.12308399616689e-17,0.158884255084225,1,1,1.551974401198e-14,"MLP1","PRDM2","MLP1_vs_all"
"BARX1.2",2.26296250238386e-17,-0.299848572479896,0.999,1,1.65422558924261e-14,"MLP1","BARX1","MLP1_vs_all"
"ERF.1",3.65078272474875e-17,-0.3434540371696,1,1,2.66872217179134e-14,"MLP1","ERF","MLP1_vs_all"
"CREB3L1.1",4.49347035983685e-17,-0.174709344317243,1,1,3.28472683304073e-14,"MLP1","CREB3L1","MLP1_vs_all"
"GATA2.2",4.58436558820242e-17,0.164433005632967,1,1,3.35117124497597e-14,"MLP1","GATA2","MLP1_vs_all"
"SMAD1.2",5.96113934857219e-17,0.168422285894259,1,1,4.35759286380627e-14,"MLP1","SMAD1","MLP1_vs_all"
"POU4F2",1.18211582440011e-16,0.124229926284594,1,1,8.64126667636483e-14,"MLP1","POU4F2","MLP1_vs_all"
"MED1.2",1.34830770536051e-16,-0.242392371467703,1,1,9.85612932618529e-14,"MLP1","MED1","MLP1_vs_all"
"TEF.1",1.44350784851709e-16,-0.294346928509046,1,1,1.055204237266e-13,"MLP1","TEF","MLP1_vs_all"
"ARID1A.2",1.48166181345705e-16,-0.359143615127765,1,1,1.0830947856371e-13,"MLP1","ARID1A","MLP1_vs_all"
"HIF1A.2",3.89549527653238e-16,0.119642253864305,1,1,2.84760704714517e-13,"MLP1","HIF1A","MLP1_vs_all"
"SRF.1",3.92671367488778e-16,-0.228951570616141,1,1,2.87042769634297e-13,"MLP1","SRF","MLP1_vs_all"
"HIVEP1.2",6.11887791482742e-16,0.19540335732987,1,1,4.47289975573884e-13,"MLP1","HIVEP1","MLP1_vs_all"
"STOX1.1",8.01297151328083e-16,0.190889347012707,1,1,5.85748217620829e-13,"MLP1","STOX1","MLP1_vs_all"
"E2F6.2",8.18881187320962e-16,-0.278569953166244,1,1,5.98602147931623e-13,"MLP1","E2F6","MLP1_vs_all"
"POU1F1.2",1.55018996460546e-15,0.140707766099399,1,1,1.13318886412659e-12,"MLP1","POU1F1","MLP1_vs_all"
"KAT7.2",2.06898500990299e-15,-0.239912234535997,1,1,1.51242804223908e-12,"MLP1","KAT7","MLP1_vs_all"
"LEF1.2",2.30556924996194e-15,-0.265034669580248,1,1,1.68537112172218e-12,"MLP1","LEF1","MLP1_vs_all"
"ZEB2.2",2.56033125410349e-15,0.148495598332048,1,1,1.87160214674965e-12,"MLP1","ZEB2","MLP1_vs_all"
"MITF.2",2.7061156736489e-15,-0.260106727820145,1,1,1.97817055743735e-12,"MLP1","MITF","MLP1_vs_all"
"ASCL2.1",2.76012916535182e-15,-0.226245530551938,1,1,2.01765441987218e-12,"MLP1","ASCL2","MLP1_vs_all"
"PPARG.2",3.33301900088175e-15,0.169732310329443,1,1,2.43643688964456e-12,"MLP1","PPARG","MLP1_vs_all"
"ZNF423.1",3.85821819568082e-15,0.253321964510134,1,1,2.82035750104268e-12,"MLP1","ZNF423","MLP1_vs_all"
"GTF3A.1",4.28082317661674e-15,0.137401617409714,1,1,3.12928174210684e-12,"MLP1","GTF3A","MLP1_vs_all"
"KMT2A.2",6.00813691495803e-15,-0.264643073976203,1,1,4.39194808483432e-12,"MLP1","KMT2A","MLP1_vs_all"
"TP63.2",6.10863438555555e-15,-0.213732798170424,1,1,4.46541173584111e-12,"MLP1","TP63","MLP1_vs_all"
"MYOG.2",9.23432918295769e-15,-0.27562387939327,1,1,6.75029463274207e-12,"MLP1","MYOG","MLP1_vs_all"
"ATF6.1",9.57231346559737e-15,-0.305015354611387,1,1,6.99736114335168e-12,"MLP1","ATF6","MLP1_vs_all"
"ARID3A",1.22424308885259e-14,-0.203910902568563,1,1,8.94921697951247e-12,"MLP1","ARID3A","MLP1_vs_all"
"STAT5B",1.38462661248703e-14,0.135220408764936,1,1,1.01216205372802e-11,"MLP1","STAT5B","MLP1_vs_all"
"ERG.2",1.62784466057916e-14,0.14395644003607,1,1,1.18995444688337e-11,"MLP1","ERG","MLP1_vs_all"
"TFDP2.1",1.69247884152908e-14,0.459876134107754,1,1,1.23720203315776e-11,"MLP1","TFDP2","MLP1_vs_all"
"TBX10.2",1.93098129695683e-14,0.167679529470582,1,1,1.41154732807544e-11,"MLP1","TBX10","MLP1_vs_all"
"FOSL1",2.38630611415687e-14,0.10894520992843,1,1,1.74438976944868e-11,"MLP1","FOSL1","MLP1_vs_all"
"PARK7.2",3.11152886106099e-14,-0.259205259252859,1,1,2.27452759743558e-11,"MLP1","PARK7","MLP1_vs_all"
"TGFB1I1.2",3.30209450348473e-14,-0.291434234539189,1,1,2.41383108204734e-11,"MLP1","TGFB1I1","MLP1_vs_all"
"PEG3",5.19046504641806e-14,-0.312353084050452,1,1,3.7942299489316e-11,"MLP1","PEG3","MLP1_vs_all"
"PPARGC1B.2",5.48376508551676e-14,-0.413787527671932,1,1,4.00863227751275e-11,"MLP1","PPARGC1B","MLP1_vs_all"
"THAP11",8.08302289738598e-14,0.168777286625203,1,1,5.90868973798915e-11,"MLP1","THAP11","MLP1_vs_all"
"CXXC1.1",1.31900315876221e-13,-0.238888656278394,1,1,9.64191309055179e-11,"MLP1","CXXC1","MLP1_vs_all"
"FOXP1.2",1.92548533502922e-13,0.152164216111779,1,1,1.40752977990636e-10,"MLP1","FOXP1","MLP1_vs_all"
"SOX17.2",2.12415949184211e-13,-0.227475414752746,1,1,1.55276058853658e-10,"MLP1","SOX17","MLP1_vs_all"
"PPARD",2.44362545107846e-13,0.12930530208767,1,1,1.78629020473836e-10,"MLP1","PPARD","MLP1_vs_all"
"ARID5B.2",2.91028738774719e-13,-0.243778091518552,1,1,2.1274200804432e-10,"MLP1","ARID5B","MLP1_vs_all"
"SPI1.1",2.94548108131521e-13,0.101075213304902,1,1,2.15314667044142e-10,"MLP1","SPI1","MLP1_vs_all"
"EGR2.2",3.20040524242094e-13,-0.195187222697445,1,1,2.33949623220971e-10,"MLP1","EGR2","MLP1_vs_all"
"ATOH1.2",3.40016642869932e-13,-0.458049785449096,1,1,2.4855216593792e-10,"MLP1","ATOH1","MLP1_vs_all"
"NR2F2",4.27423039735683e-13,-0.218206132414182,1,1,3.12446242046784e-10,"MLP1","NR2F2","MLP1_vs_all"
"PGR.1",4.72138378549254e-13,0.145878904887696,1,1,3.45133154719504e-10,"MLP1","PGR","MLP1_vs_all"
"TAL1.2",4.83662236439333e-13,-0.249655799167072,1,1,3.53557094837152e-10,"MLP1","TAL1","MLP1_vs_all"
"GTF2IRD1.1",5.86212249715942e-13,0.122386072599177,1,1,4.28521154542354e-10,"MLP1","GTF2IRD1","MLP1_vs_all"
"ZNF804A.1",6.0385293817595e-13,-0.152402262370293,0.999,1,4.4141649780662e-10,"MLP1","ZNF804A","MLP1_vs_all"
"TFDP1",6.53297450950854e-13,0.133764516175523,1,1,4.77560436645074e-10,"MLP1","TFDP1","MLP1_vs_all"
"NFYC.1",7.09082720779682e-13,0.149421713951722,1,1,5.18339468889948e-10,"MLP1","NFYC","MLP1_vs_all"
"NKX3-1.1",7.18853215991363e-13,-0.212175310794067,1,1,5.25481700889686e-10,"MLP1","NKX3-1","MLP1_vs_all"
"STAT1.2",8.22463955286019e-13,0.153203750083578,1,1,6.0122115131408e-10,"MLP1","STAT1","MLP1_vs_all"
"ETV2.1",1.31351323732402e-12,-0.255500224776991,1,1,9.60178176483857e-10,"MLP1","ETV2","MLP1_vs_all"
"ZBTB18.2",1.70949775282266e-12,-0.350169104364303,0.999,1,1.24964285731336e-09,"MLP1","ZBTB18","MLP1_vs_all"
"HEY2.2",2.42550041568195e-12,0.165447169086816,1,1,1.77304080386351e-09,"MLP1","HEY2","MLP1_vs_all"
"ZMYND8.2",2.965850415586e-12,0.122928077551609,1,1,2.16803665379337e-09,"MLP1","ZMYND8","MLP1_vs_all"
"SMARCB1.1",4.58297904562315e-12,-0.148576888259157,1,1,3.35015768235052e-09,"MLP1","SMARCB1","MLP1_vs_all"
"NR0B2.2",5.14158607818022e-12,-0.202219428652151,1,1,3.75849942314974e-09,"MLP1","NR0B2","MLP1_vs_all"
"RB1.1",5.16040941499648e-12,0.121392522152405,1,1,3.77225928236243e-09,"MLP1","RB1","MLP1_vs_all"
"HOXB3.2",5.17386726267391e-12,0.15106759285011,1,1,3.78209696901463e-09,"MLP1","HOXB3","MLP1_vs_all"
"HOXC8.2",5.66301464923567e-12,-0.154840252258752,1,1,4.13966370859127e-09,"MLP1","HOXC8","MLP1_vs_all"
"CEBPE.1",6.4141960761951e-12,0.125932970617102,1,1,4.68877733169862e-09,"MLP1","CEBPE","MLP1_vs_all"
"JDP2.2",8.13696262531042e-12,-0.192176017073452,0.999,1,5.94811967910192e-09,"MLP1","JDP2","MLP1_vs_all"
"NFYB.1",8.51683551885085e-12,-0.22457858923889,1,1,6.22580676427997e-09,"MLP1","NFYB","MLP1_vs_all"
"ZXDC.1",1.33128590375848e-11,0.146633109075873,1,1,9.73169995647446e-09,"MLP1","ZXDC","MLP1_vs_all"
"TFDP3.2",1.3756593276459e-11,-0.188039103405547,1,1,1.00560696850916e-08,"MLP1","TFDP3","MLP1_vs_all"
"IKZF1.2",1.9710295088487e-11,-0.198903992359238,1,1,1.4408225709684e-08,"MLP1","IKZF1","MLP1_vs_all"
"ZBTB17.2",2.35014932443052e-11,0.1348059762847,1,1,1.71795915615871e-08,"MLP1","ZBTB17","MLP1_vs_all"
"ESRRA",2.76879261503377e-11,0.102418571131368,1,1,2.02398740158969e-08,"MLP1","ESRRA","MLP1_vs_all"
"NFATC1.1",2.95587735110032e-11,0.133765113743898,1,1,2.16074634365433e-08,"MLP1","NFATC1","MLP1_vs_all"
"TFAP2B.2",3.98482376868305e-11,-0.176413552396537,1,1,2.91290617490731e-08,"MLP1","TFAP2B","MLP1_vs_all"
"TBP.2",4.62484435430687e-11,-0.210766460217022,1,1,3.38076122299832e-08,"MLP1","TBP","MLP1_vs_all"
"FOXC1.1",4.69407096608539e-11,0.145999619633455,1,1,3.43136587620842e-08,"MLP1","FOXC1","MLP1_vs_all"
"TTF1.2",5.03399941246513e-11,-0.144187959846074,1,1,3.67985357051201e-08,"MLP1","TTF1","MLP1_vs_all"
"GCM1.1",8.04812565354989e-11,0.132296329779645,1,1,5.88317985274497e-08,"MLP1","GCM1","MLP1_vs_all"
"EGR3.2",8.6232241468627e-11,-0.184517950721845,1,1,6.30357685135663e-08,"MLP1","EGR3","MLP1_vs_all"
