"","p_val","log_fc","rate1","rate2","padj","cluster","feature","comp"
"BMAL1.1",1.07490375679897e-10,-0.186964238497126,1,1,7.8575464622005e-08,"MLP1","BMAL1","MLP1_vs_all"
"KLF4.2",1.08486546383568e-10,0.123198424209903,1,1,7.93036654063881e-08,"MLP1","KLF4","MLP1_vs_all"
"NEUROG2.1",1.59265762836633e-10,-0.237436419111229,1,1,1.16423272633579e-07,"MLP1","NEUROG2","MLP1_vs_all"
"ESRRG.1",1.7084262592473e-10,-0.153781249190684,1,1,1.24885959550977e-07,"MLP1","ESRRG","MLP1_vs_all"
"POU4F1.1",1.83484776518086e-10,-0.227184566557673,1,1,1.34127371634721e-07,"MLP1","POU4F1","MLP1_vs_all"
"MYBL2.2",2.07678365661388e-10,0.114145781088579,1,1,1.51812885298475e-07,"MLP1","MYBL2","MLP1_vs_all"
"NKX2-5.2",2.20469777513135e-10,-0.216190177397521,1,1,1.61163407362101e-07,"MLP1","NKX2-5","MLP1_vs_all"
"ETV7.2",2.30451668706651e-10,-0.185563564003378,0.999,1,1.68460169824562e-07,"MLP1","ETV7","MLP1_vs_all"
"FOXD3.2",2.51181782315821e-10,0.124043324366513,1,1,1.83613882872865e-07,"MLP1","FOXD3","MLP1_vs_all"
"DACH1.2",2.7941387907785e-10,-0.192882064204573,1,1,2.04251545605908e-07,"MLP1","DACH1","MLP1_vs_all"
"HDAC9.2",2.85641048035291e-10,0.199692841608092,1,1,2.08803606113797e-07,"MLP1","HDAC9","MLP1_vs_all"
"NCOR2.2",2.88352603351854e-10,0.11336971712824,1,1,2.10785753050205e-07,"MLP1","NCOR2","MLP1_vs_all"
"GTF2I.1",5.05519111810581e-10,0.110437482215114,1,1,3.69534470733535e-07,"MLP1","GTF2I","MLP1_vs_all"
"KAT5",5.23352691385567e-10,0.125701299531713,1,1,3.8257081740285e-07,"MLP1","KAT5","MLP1_vs_all"
"NFIL3.2",5.63899698811466e-10,-0.132257950433051,1,1,4.12210679831182e-07,"MLP1","NFIL3","MLP1_vs_all"
"HDAC1",8.51857049456426e-10,-0.278897815080047,1,1,6.22707503152648e-07,"MLP1","HDAC1","MLP1_vs_all"
"NFKB2.1",9.78788841791262e-10,0.130742138747888,1,1,7.15494643349413e-07,"MLP1","NFKB2","MLP1_vs_all"
"VDR.2",1.55744971205343e-09,0.104292507841392,1,1,1.13849573951106e-06,"MLP1","VDR","MLP1_vs_all"
"MSC.1",1.95143846694162e-09,0.111932346033135,1,1,1.42650151933432e-06,"MLP1","MSC","MLP1_vs_all"
"HSF2",2.07518327678995e-09,0.11817664255041,1,1,1.51695897533345e-06,"MLP1","HSF2","MLP1_vs_all"
"OLIG2.1",2.38630667042917e-09,-0.164335554045516,1,1,1.74439017608372e-06,"MLP1","OLIG2","MLP1_vs_all"
"MYBL1.1",3.03298311863926e-09,0.103706867524732,1,1,2.2171106597253e-06,"MLP1","MYBL1","MLP1_vs_all"
"KMT2B.2",3.13707964235002e-09,0.155675069194365,1,1,2.29320521855786e-06,"MLP1","KMT2B","MLP1_vs_all"
"MTF2.1",3.58216188799923e-09,-0.163656373472483,1,1,2.61856034012744e-06,"MLP1","MTF2","MLP1_vs_all"
"NPAS2.2",3.83486492651801e-09,-0.288674327815182,1,1,2.80328626128467e-06,"MLP1","NPAS2","MLP1_vs_all"
"SP2.2",4.22937731326453e-09,-0.187805385742562,1,1,3.09167481599637e-06,"MLP1","SP2","MLP1_vs_all"
"PPARGC1A.1",5.62360023612883e-09,0.103572485198804,1,1,4.11085177261017e-06,"MLP1","PPARGC1A","MLP1_vs_all"
"ING4.2",5.65194221584526e-09,-0.145029784320898,1,1,4.13156975978289e-06,"MLP1","ING4","MLP1_vs_all"
"MBD2.1",5.94154368872621e-09,-0.143698108286822,1,1,4.34326843645886e-06,"MLP1","MBD2","MLP1_vs_all"
"ZNF331",7.57282267843235e-09,-0.351275743843065,1,1,5.53573337793405e-06,"MLP1","ZNF331","MLP1_vs_all"
"NSD2.1",9.00252525516809e-09,0.158410991078609,1,1,6.58084596152787e-06,"MLP1","NSD2","MLP1_vs_all"
"FOXP3",1.17347511979068e-08,-0.153965415005273,1,1,8.57810312566984e-06,"MLP1","FOXP3","MLP1_vs_all"
"TFAP2D.2",1.17762756606506e-08,-0.409190315113509,1,1,8.60845750793559e-06,"MLP1","TFAP2D","MLP1_vs_all"
"HINFP.1",2.65182414220605e-08,-0.168878390929574,1,1,1.93848344795262e-05,"MLP1","HINFP","MLP1_vs_all"
"RELA.2",2.72368056224841e-08,-0.153869193492513,1,1,1.99101049100359e-05,"MLP1","RELA","MLP1_vs_all"
"IRF1.2",4.17756443970682e-08,0.108768922952132,1,1,3.05379960542569e-05,"MLP1","IRF1","MLP1_vs_all"
"SIX1.2",9.62389251841952e-08,0.106472301432872,1,1,7.03506543096467e-05,"MLP1","SIX1","MLP1_vs_all"
"HLF.1",1.27739712356907e-07,-0.174285279738678,1,1,9.33777297328993e-05,"MLP1","HLF","MLP1_vs_all"
"HBP1.1",1.49117687591155e-07,-0.121105265892709,1,1,0.000109005029629135,"MLP1","HBP1","MLP1_vs_all"
"HDAC7.2",2.51735214316875e-07,0.13820541948561,1,1,0.000184018441665636,"MLP1","HDAC7","MLP1_vs_all"
"LHX2.1",4.76808302985262e-07,-0.135273466177814,1,1,0.000348546869482226,"MLP1","LHX2","MLP1_vs_all"
"BTG2",5.138373574162e-07,0.108831181998986,1,1,0.000375615108271242,"MLP1","BTG2","MLP1_vs_all"
"ID2.2",5.48857709397897e-07,-0.150895129143454,1,1,0.000401214985569862,"MLP1","ID2","MLP1_vs_all"
"NCOR1.1",7.36431985663967e-07,-0.163328063034241,1,1,0.00053833178152036,"MLP1","NCOR1","MLP1_vs_all"
"STAT4.1",7.786426133373e-07,0.111582126935761,1,1,0.000569187750349566,"MLP1","STAT4","MLP1_vs_all"
"TGIF1",8.33453582626002e-07,-0.121263740631146,1,1,0.000609254568899607,"MLP1","TGIF1","MLP1_vs_all"
"PRDM4.2",9.54863267441789e-07,0.105884848479915,1,1,0.000698005048499948,"MLP1","PRDM4","MLP1_vs_all"
"ZBTB16.1",1.24702152027838e-06,-0.139371975358888,1,1,0.000911572731323492,"MLP1","ZBTB16","MLP1_vs_all"
"POU4F3",2.84472429217457e-06,-0.136666991411772,1,1,0.00207949345757961,"MLP1","POU4F3","MLP1_vs_all"
"ZGPAT.1",3.23495412417124e-06,-0.132251937691667,1,1,0.00236475146476918,"MLP1","ZGPAT","MLP1_vs_all"
"IRF2.2",4.77494746365341e-06,-0.125120678443683,1,1,0.00349048659593064,"MLP1","IRF2","MLP1_vs_all"
"DNMT3B.2",4.87465019459811e-06,-0.152425140499596,1,1,0.00356336929225122,"MLP1","DNMT3B","MLP1_vs_all"
"BRCA1.2",5.5160499330096e-06,-0.164622224635627,1,1,0.00403223250103002,"MLP1","BRCA1","MLP1_vs_all"
"MEF2A",6.29923165067059e-06,-0.109541439931007,1,1,0.0046047383366402,"MLP1","MEF2A","MLP1_vs_all"
"KAT2B.2",7.13398128167091e-06,-0.13713278085233,1,1,0.00521494031690144,"MLP1","KAT2B","MLP1_vs_all"
"HOXA11.2",7.44695244505299e-06,-0.196175520232269,1,1,0.00544372223733374,"MLP1","HOXA11","MLP1_vs_all"
"IKZF4.1",7.87888994297632e-06,-0.194043189320662,1,1,0.00575946854831569,"MLP1","IKZF4","MLP1_vs_all"
"FOXL2",8.75274294591775e-06,-0.142121430773434,1,1,0.00639825509346588,"MLP1","FOXL2","MLP1_vs_all"
"MECOM.1",1.04367343230968e-05,-0.134244263332508,1,1,0.00762925279018378,"MLP1","MECOM","MLP1_vs_all"
"NAB2.2",1.05648930770854e-05,-0.103742221115172,1,1,0.00772293683934942,"MLP1","NAB2","MLP1_vs_all"
"FOXH1.2",1.26957613203321e-05,-0.137511073761457,1,1,0.00928060152516278,"MLP1","FOXH1","MLP1_vs_all"
"ZNF143",1.64730563917954e-05,-0.116121191112872,1,1,0.0120418042224025,"MLP1","ZNF143","MLP1_vs_all"
"NFATC2.2",1.9200961588123e-05,-0.119102851395828,1,1,0.0140359029209179,"MLP1","NFATC2","MLP1_vs_all"
"TCF15.1",2.1691207967814e-05,0.104052685246806,1,1,0.0158562730244721,"MLP1","TCF15","MLP1_vs_all"
"AIRE.2",2.31446602685044e-05,-0.142622509984986,0.999,1,0.0169187466562767,"MLP1","AIRE","MLP1_vs_all"
"SNAI1",3.3361731004932e-05,-0.120395904600191,1,1,0.0243874253646053,"MLP1","SNAI1","MLP1_vs_all"
"STAT2.1",5.25167651315583e-05,-0.128463413722942,1,1,0.0383897553111691,"MLP1","STAT2","MLP1_vs_all"
"HMGA1.1",6.7824946773489e-05,-0.123157352716984,1,1,0.0495800360914204,"MLP1","HMGA1","MLP1_vs_all"
"PATZ1",7.34419204567131e-05,-0.106807844949468,1,1,0.0536860438538573,"MLP1","PATZ1","MLP1_vs_all"
"KDM5C",7.38065641119111e-05,-0.145904537216608,1,1,0.053952598365807,"MLP1","KDM5C","MLP1_vs_all"
"DLX4.1",0.000101817952400894,-0.119505121532252,1,1,0.0744289232050532,"MLP1","DLX4","MLP1_vs_all"
"RFX3.2",0.000112561389771646,-0.130016224462433,1,1,0.082282375923073,"MLP1","RFX3","MLP1_vs_all"
"ZNF263.1",0.000163912835490477,0.134933528141445,1,1,0.119820282743538,"MLP1","ZNF263","MLP1_vs_all"
"SF1",0.000174054476636028,-0.122105156883129,0.999,1,0.127233822420936,"MLP1","SF1","MLP1_vs_all"
"BCL11B.2",0.00017525137291668,-0.172387708044007,1,1,0.128108753602093,"MLP1","BCL11B","MLP1_vs_all"
"NRL.1",0.000219393692158167,-0.151862214569998,1,1,0.16037678896762,"MLP1","NRL","MLP1_vs_all"
"ETV6.2",0.000229823802884554,-0.149441866729128,1,1,0.168001199908609,"MLP1","ETV6","MLP1_vs_all"
"PML.1",0.000233567833894135,-0.108419232737147,1,1,0.170738086576613,"MLP1","PML","MLP1_vs_all"
"HOXA5.1",0.000259050042636377,-0.115878921730914,1,1,0.189365581167191,"MLP1","HOXA5","MLP1_vs_all"
"MSX1.1",0.000379326583936222,0.216468452622007,1,1,0.277287732857378,"MLP1","MSX1","MLP1_vs_all"
"EWSR1.1",0.000439956374960344,-0.141429533940898,1,1,0.321608110096011,"MLP1","EWSR1","MLP1_vs_all"
"HOXB5.2",0.000513211491480215,-0.154543523037619,0.999,1,0.375157600272037,"MLP1","HOXB5","MLP1_vs_all"
"ARID4A.1",0.000532234761845224,-0.138789041813711,1,1,0.389063610908858,"MLP1","ARID4A","MLP1_vs_all"
"AIP.1",0.000597905822326615,-0.134596134664377,1,1,0.437069156120756,"MLP1","AIP","MLP1_vs_all"
"NFE2L1.1",0.000781644003143303,-0.170095969389154,1,1,0.571381766297754,"MLP1","NFE2L1","MLP1_vs_all"
"EN1.1",0.000824754983709884,-0.155153023279364,1,1,0.602895893091925,"MLP1","EN1","MLP1_vs_all"
"HOXA9.1",0.000925530740053164,-0.206250416229868,1,1,0.676562970978863,"MLP1","HOXA9","MLP1_vs_all"
"KLF5.1",0.00258333461624919,-0.104919518778101,0.999,1,1,"MLP1","KLF5","MLP1_vs_all"
"USF2",0.00265661308401301,-0.146667992449943,1,1,1,"MLP1","USF2","MLP1_vs_all"
"KLF8.2",0.00284000975012954,-0.122625269521835,1,1,1,"MLP1","KLF8","MLP1_vs_all"
"NCOA1.1",0.00293048803992082,-0.106707573019079,1,1,1,"MLP1","NCOA1","MLP1_vs_all"
"THRB.1",0.00294900246428785,-0.114722269632863,1,1,1,"MLP1","THRB","MLP1_vs_all"
"SALL2.1",0.00330086496512247,-0.233576977856361,1,1,1,"MLP1","SALL2","MLP1_vs_all"
"FOXJ1.2",0.0054335080537219,-0.11622195234182,1,1,1,"MLP1","FOXJ1","MLP1_vs_all"
"GATA3.2",0.0060050692232856,-0.148889009373068,0.999,1,1,"MLP1","GATA3","MLP1_vs_all"
"CREB3.2",0.00693354810623091,-0.124669288170897,1,1,1,"MLP1","CREB3","MLP1_vs_all"
"MYRF.1",0.00820910933246422,-0.20009441059031,1,1,1,"MLP1","MYRF","MLP1_vs_all"
"NFATC3.1",0.00897108121208481,-0.104989507051076,1,1,1,"MLP1","NFATC3","MLP1_vs_all"
"NFKB1.3",4.61410569789212e-183,1.04538638138719,1,1,3.37291126515914e-180,"PP1","NFKB1","PP1_vs_all"
"ETS1.1",3.85653911007095e-141,0.873417289188719,1,1,2.81913008946186e-138,"PP1","ETS1","PP1_vs_all"
"FOS.1",3.86994125105544e-133,0.815111704566919,1,1,2.82892705452152e-130,"PP1","FOS","PP1_vs_all"
"JUN.3",3.14940706646805e-123,0.79905304091218,1,1,2.30221656558814e-120,"PP1","JUN","PP1_vs_all"
"NFKB.3",2.31970355990662e-122,0.925445053608938,1,1,1.69570330229174e-119,"PP1","NFKB","PP1_vs_all"
"HOXD13.3",2.09493607085103e-120,-0.948183900507309,1,1,1.5313982677921e-117,"PP1","HOXD13","PP1_vs_all"
"PIN1.2",1.35690855920089e-113,1.05023867282919,1,1,9.9190015677585e-111,"PP1","PIN1","PP1_vs_all"
"ZBTB7B.2",5.60122060138507e-106,-1.31634186840974,1,1,4.09449225961249e-103,"PP1","ZBTB7B","PP1_vs_all"
"FLI1.2",9.30137943210423e-104,0.764048157748007,1,1,6.79930836486819e-101,"PP1","FLI1","PP1_vs_all"
"HOXB2.3",6.983257119115e-100,0.78315129157902,1,1,5.10476095407307e-97,"PP1","HOXB2","PP1_vs_all"
"FOXP2.1",3.19825859245575e-97,0.567537403696877,1,1,2.33792703108515e-94,"PP1","FOXP2","PP1_vs_all"
"TCF7.1",2.58382969761989e-96,0.799417348989275,1,1,1.88877950896014e-93,"PP1","TCF7","PP1_vs_all"
"LMO2.2",3.82518472902508e-93,0.707124599032592,1,1,2.79621003691733e-90,"PP1","LMO2","PP1_vs_all"
"TFAP4.1",9.30950253399592e-90,0.626307608618455,1,1,6.80524635235102e-87,"PP1","TFAP4","PP1_vs_all"
"GTF2I.2",1.00591148955283e-87,0.755945283194912,1,1,7.35321298863121e-85,"PP1","GTF2I","PP1_vs_all"
"SRF.2",1.72970937175282e-87,0.929574682954287,1,1,1.26441755075131e-84,"PP1","SRF","PP1_vs_all"
"ATF2.2",1.23804089961388e-85,0.667673441163002,1,1,9.05007897617749e-83,"PP1","ATF2","PP1_vs_all"
"PPARD.1",5.24832806178702e-84,0.651305301511288,1,1,3.83652781316631e-81,"PP1","PPARD","PP1_vs_all"
"HOXA7.2",1.22580113119385e-83,0.80332985507443,1,1,8.96060626902701e-81,"PP1","HOXA7","PP1_vs_all"
"CTBP1.3",1.23315814013769e-83,-1.41075783876923,0.998,1,9.0143860044065e-81,"PP1","CTBP1","PP1_vs_all"
"REL.2",2.86524610611098e-83,0.709918833782419,1,1,2.09449490356712e-80,"PP1","REL","PP1_vs_all"
"EWSR1.2",9.1786683378774e-83,0.612881307058924,1,1,6.70960655498838e-80,"PP1","EWSR1","PP1_vs_all"
"CREM.3",5.02226506637687e-82,-1.64750570566354,1,1,3.67127576352149e-79,"PP1","CREM","PP1_vs_all"
"EOMES.2",1.0989259759402e-81,0.579202039757374,1,1,8.03314888412286e-79,"PP1","EOMES","PP1_vs_all"
"SATB2.2",2.58680209342897e-80,-1.15391777721263,0.998,1,1.89095233029658e-77,"PP1","SATB2","PP1_vs_all"
"ZFHX3.3",1.71300286135514e-79,-0.710758643995515,1,1,1.2522050916506e-76,"PP1","ZFHX3","PP1_vs_all"
"MYCN.3",2.65515736480443e-78,0.670121210070335,1,1,1.94092003367204e-75,"PP1","MYCN","PP1_vs_all"
"SRY.3",1.37713101812991e-75,0.640833020263223,1,1,1.00668277425296e-72,"PP1","SRY","PP1_vs_all"
"ELF2.2",3.02207875702369e-75,0.715468677234852,1,1,2.20913957138432e-72,"PP1","ELF2","PP1_vs_all"
"NFKB2.2",4.90987542376731e-75,0.772246299662243,1,1,3.58911893477391e-72,"PP1","NFKB2","PP1_vs_all"
"LMX1B.2",3.70217674162593e-74,0.557230910645805,1,1,2.70629119812855e-71,"PP1","LMX1B","PP1_vs_all"
"ZNF384.3",2.25309405003261e-72,0.622968144413828,1,1,1.64701175057384e-69,"PP1","ZNF384","PP1_vs_all"
"ATF4.1",3.68248319064687e-70,0.556954691826402,1,1,2.69189521236286e-67,"PP1","ATF4","PP1_vs_all"
"HOXB13.1",3.05163845271967e-69,-1.24525652837993,1,1,2.23074770893808e-66,"PP1","HOXB13","PP1_vs_all"
"ARID5B.3",3.58160110471087e-68,0.816104222075338,1,1,2.61815040754365e-65,"PP1","ARID5B","PP1_vs_all"
"FEV.3",5.34780781931012e-68,-2.7533613771843,1,1,3.9092475159157e-65,"PP1","FEV","PP1_vs_all"
"TFAP2B.3",1.19327494797012e-67,0.51152142402587,1,1,8.72283986966157e-65,"PP1","TFAP2B","PP1_vs_all"
"HLF.2",7.8037039576693e-66,-0.701138191006925,0.998,1,5.70450759305626e-63,"PP1","HLF","PP1_vs_all"
"ZIC2.2",1.09101812332807e-64,0.570695884675711,1,1,7.97534248152817e-62,"PP1","ZIC2","PP1_vs_all"
"RELA.3",2.66250162109939e-64,0.5551355451044,1,1,1.94628868502365e-61,"PP1","RELA","PP1_vs_all"
"TBR1.2",1.01464547902261e-62,0.529157742762965,1,1,7.41705845165531e-60,"PP1","TBR1","PP1_vs_all"
"HOXA13.3",2.68056723794821e-62,0.458238768500547,1,1,1.95949465094014e-59,"PP1","HOXA13","PP1_vs_all"
"E4F1.3",1.80858971962973e-60,0.554892174970959,1,1,1.32207908504933e-57,"PP1","E4F1","PP1_vs_all"
"NR3C1.3",4.83470814470763e-60,0.625882763706086,1,1,3.53417165378128e-57,"PP1","NR3C1","PP1_vs_all"
"PITX1.2",4.29983479163991e-58,-0.683665742412464,1,1,3.14317923268877e-55,"PP1","PITX1","PP1_vs_all"
"HOXA1.2",7.99027678455801e-58,0.503504882524845,1,1,5.84089232951191e-55,"PP1","HOXA1","PP1_vs_all"
"NCOA3.3",7.55663465262694e-57,0.495952244553358,1,1,5.52389993107029e-54,"PP1","NCOA3","PP1_vs_all"
"TCF21.1",8.94979270189859e-57,0.499816672957042,1,1,6.54229846508787e-54,"PP1","TCF21","PP1_vs_all"
"KDM5B.2",1.94732194545641e-56,0.607066335052415,1,1,1.42349234212863e-53,"PP1","KDM5B","PP1_vs_all"
"MBD1.2",7.75954825722473e-56,0.442906207428539,1,1,5.67222977603127e-53,"PP1","MBD1","PP1_vs_all"
"NEUROG3.3",1.45509734043714e-53,-1.64867825355958,0.998,1,1.06367615585955e-50,"PP1","NEUROG3","PP1_vs_all"
"SIN3A.3",2.17275747724324e-53,0.444036524904554,1,1,1.58828571586481e-50,"PP1","SIN3A","PP1_vs_all"
"GFI1.2",1.90612752720437e-52,-0.64007578141773,1,1,1.3933792223864e-49,"PP1","GFI1","PP1_vs_all"
"ATOH7.3",3.61632558842085e-52,-1.65304481462322,1,1,2.64353400513564e-49,"PP1","ATOH7","PP1_vs_all"
"IRF8.1",5.2321154597492e-52,0.46001618368525,1,1,3.82467640107667e-49,"PP1","IRF8","PP1_vs_all"
"NKX3-2",1.73240927069705e-51,0.297284811308609,1,1,1.26639117687954e-48,"PP1","NKX3-2","PP1_vs_all"
"NR2E3.2",9.17123591636411e-51,0.556211599233646,1,1,6.70417345486216e-48,"PP1","NR2E3","PP1_vs_all"
"WWTR1.3",1.49974878480391e-50,0.784009003773358,1,1,1.09631636169166e-47,"PP1","WWTR1","PP1_vs_all"
"BHLHA15.3",1.65807770270673e-50,0.499376432827127,1,1,1.21205480067862e-47,"PP1","BHLHA15","PP1_vs_all"
"KAT6A.1",7.50707443527513e-50,0.509040859170714,1,1,5.48767141218612e-47,"PP1","KAT6A","PP1_vs_all"
"HIPK2.1",1.55974621759389e-49,-0.828568349613285,1,1,1.14017448506113e-46,"PP1","HIPK2","PP1_vs_all"
"NEUROD1.3",1.99917674448446e-49,-0.872813911054262,1,1,1.46139820021814e-46,"PP1","NEUROD1","PP1_vs_all"
"YAP1.3",2.72087816895146e-49,0.86293619586291,1,1,1.98896194150352e-46,"PP1","YAP1","PP1_vs_all"
"RORA.2",1.6142675534331e-48,-0.664140966731357,1,1,1.18002958155959e-45,"PP1","RORA","PP1_vs_all"
"EPAS1.3",3.0741496776711e-48,-0.630699401596019,1,1,2.24720341437757e-45,"PP1","EPAS1","PP1_vs_all"
"SMARCA4.3",4.96173483914024e-48,0.525363349563747,1,1,3.62702816741152e-45,"PP1","SMARCA4","PP1_vs_all"
"YY1.3",5.80833375757064e-48,-0.606667542563122,1,1,4.24589197678414e-45,"PP1","YY1","PP1_vs_all"
"TAL1.3",1.2458110748579e-47,0.526760511642003,1,1,9.10687895721125e-45,"PP1","TAL1","PP1_vs_all"
"TP53.3",2.18902733631016e-47,0.496234624108171,1,1,1.60017898284273e-44,"PP1","TP53","PP1_vs_all"
"ZKSCAN7.3",2.23380091253235e-47,-0.687137547552235,1,1,1.63290846706115e-44,"PP1","ZKSCAN7","PP1_vs_all"
"STAT1.3",2.60127174451123e-47,0.518949012512795,1,1,1.90152964523771e-44,"PP1","STAT1","PP1_vs_all"
"ZBTB14.2",3.79546329441244e-47,-0.473227092555637,1,1,2.77448366821549e-44,"PP1","ZBTB14","PP1_vs_all"
"IKZF1.3",5.8863234792364e-47,0.574185561573002,1,1,4.30290246332181e-44,"PP1","IKZF1","PP1_vs_all"
"HNF1A.2",2.50337417657769e-46,-0.614313087585317,1,1,1.82996652307829e-43,"PP1","HNF1A","PP1_vs_all"
"NR1H4.3",4.19471690490786e-46,-0.459693131913683,1,1,3.06633805748764e-43,"PP1","NR1H4","PP1_vs_all"
"TBX2.1",6.61765884201776e-46,0.59625676297433,1,1,4.83750861351499e-43,"PP1","TBX2","PP1_vs_all"
"MAML1.1",9.16368225790536e-46,-0.505432715052471,1,1,6.69865173052881e-43,"PP1","MAML1","PP1_vs_all"
"FOSB.3",1.96442049027691e-44,0.496266625623765,1,1,1.43599137839242e-41,"PP1","FOSB","PP1_vs_all"
"SMAD4.3",4.95443462747107e-44,0.479551965277319,1,1,3.62169171268135e-41,"PP1","SMAD4","PP1_vs_all"
"ZNF354C.3",1.73695003364734e-43,0.522699840367769,1,1,1.26971047459621e-40,"PP1","ZNF354C","PP1_vs_all"
"MAZ.3",2.03450688265991e-43,-0.547956161904497,1,1,1.48722453122439e-40,"PP1","MAZ","PP1_vs_all"
"ONECUT1.2",4.03480308033262e-43,-0.971645813858782,1,1,2.94944105172315e-40,"PP1","ONECUT1","PP1_vs_all"
"EBF1.3",1.93044268167692e-42,-0.958025595042095,1,1,1.41115360030583e-39,"PP1","EBF1","PP1_vs_all"
"PHOX2A.3",5.07678027180462e-42,-1.22649307387611,1,1,3.71112637868918e-39,"PP1","PHOX2A","PP1_vs_all"
"ELK1.3",8.56606601552136e-42,0.469702068825301,1,1,6.26179425734612e-39,"PP1","ELK1","PP1_vs_all"
"ERG.3",1.21126377360158e-41,0.383735930898972,1,1,8.85433818502757e-39,"PP1","ERG","PP1_vs_all"
"HOXD3.3",2.4942647559674e-41,0.545235934045896,1,1,1.82330753661217e-38,"PP1","HOXD3","PP1_vs_all"
"HOXB5.3",3.88427467282024e-40,0.716314984532294,1,1,2.83940478583159e-37,"PP1","HOXB5","PP1_vs_all"
"SP3",4.66047578171039e-40,0.379786052903772,1,1,3.4068077964303e-37,"PP1","SP3","PP1_vs_all"
"E2F1.2",6.48136266320085e-40,0.470541718307127,1,1,4.73787610679982e-37,"PP1","E2F1","PP1_vs_all"
"KCNIP3.3",8.090437701783e-40,-0.763281199359859,1,1,5.91410996000338e-37,"PP1","KCNIP3","PP1_vs_all"
"PREB.3",9.64244288614862e-39,-0.635472473304704,1,1,7.04862574977464e-36,"PP1","PREB","PP1_vs_all"
"SPIC.3",1.84690519303644e-38,0.319686231858547,1,1,1.35008769610964e-35,"PP1","SPIC","PP1_vs_all"
"SP1.3",6.24509399684968e-38,0.335806932133973,1,1,4.56516371169711e-35,"PP1","SP1","PP1_vs_all"
"TFAM.3",1.43946418991502e-37,-0.845003741244663,1,1,1.05224832282788e-34,"PP1","TFAM","PP1_vs_all"
"SMAD1.3",1.68720197029883e-37,0.392390878782545,1,1,1.23334464028844e-34,"PP1","SMAD1","PP1_vs_all"
"SMAD2.2",2.46441442661106e-37,0.411035433164701,1,1,1.80148694585269e-34,"PP1","SMAD2","PP1_vs_all"
"NSD2.2",8.23395577409924e-37,-0.661560940322816,1,1,6.01902167086654e-34,"PP1","NSD2","PP1_vs_all"
"SIX1.3",1.75552230044836e-36,0.490955027993213,1,1,1.28328680162775e-33,"PP1","SIX1","PP1_vs_all"
"ETV4",1.99716809545838e-36,0.381414493503945,1,1,1.45992987778008e-33,"PP1","ETV4","PP1_vs_all"
"SSRP1.1",1.31195665040545e-35,0.344749550641118,1,1,9.59040311446386e-33,"PP1","SSRP1","PP1_vs_all"
"FOXC1.2",5.05196818041895e-35,0.485177742056708,1,1,3.69298873988626e-32,"PP1","FOXC1","PP1_vs_all"
"NKRF.3",5.36634846309711e-35,-1.01757112090911,1,1,3.92280072652399e-32,"PP1","NKRF","PP1_vs_all"
"YBX3.2",5.4501490586859e-35,0.396542880571813,1,1,3.98405896189939e-32,"PP1","YBX3","PP1_vs_all"
"ZEB1.2",7.45332307160897e-35,-0.558027091446985,1,1,5.44837916534616e-32,"PP1","ZEB1","PP1_vs_all"
"TBX3.3",1.71254483629052e-34,-0.477915322786295,1,1,1.25187027532837e-31,"PP1","TBX3","PP1_vs_all"
"KLF17.2",2.27064302967527e-34,-0.592589978595393,1,1,1.65984005469262e-31,"PP1","KLF17","PP1_vs_all"
"SKIL.2",3.19679277006813e-34,-0.547148749591588,1,1,2.3368555149198e-31,"PP1","SKIL","PP1_vs_all"
"KAT6B.3",5.69286736610145e-34,-0.956267839064162,1,1,4.16148604462016e-31,"PP1","KAT6B","PP1_vs_all"
"PRRX1.1",7.83903338893362e-34,0.601201241060129,1,1,5.73033340731048e-31,"PP1","PRRX1","PP1_vs_all"
"SOX4.2",9.23272440981811e-34,0.4690405430253,1,1,6.74912154357704e-31,"PP1","SOX4","PP1_vs_all"
"ETS2.2",9.79150538925106e-34,0.363887205118076,1,1,7.15759043954252e-31,"PP1","ETS2","PP1_vs_all"
"LHX1",1.33654862366775e-33,-0.463526857658081,1,1,9.77017043901122e-31,"PP1","LHX1","PP1_vs_all"
"NKX6-1.3",1.64334541208746e-33,-0.672602594167302,1,1,1.20128549623594e-30,"PP1","NKX6-1","PP1_vs_all"
"HTATIP2.1",1.86788343110831e-33,0.380912385890366,1,1,1.36542278814018e-30,"PP1","HTATIP2","PP1_vs_all"
"MITF.3",3.65829577278031e-33,-0.443267252512041,1,1,2.67421420990241e-30,"PP1","MITF","PP1_vs_all"
"BTG2.1",4.38006242861996e-33,-0.490063712066484,1,1,3.20182563532119e-30,"PP1","BTG2","PP1_vs_all"
"MEF2C.1",2.08327141856545e-32,0.313151364364276,1,1,1.52287140697134e-29,"PP1","MEF2C","PP1_vs_all"
"TCF7L2.3",2.76976186182897e-32,0.374469044231534,1,1,2.02469592099698e-29,"PP1","TCF7L2","PP1_vs_all"
"PDX1.3",2.78198359674336e-32,-1.17011559694369,1,1,2.0336300092194e-29,"PP1","PDX1","PP1_vs_all"
"TWIST2.2",3.53603448577094e-32,0.398200398359627,1,1,2.58484120909856e-29,"PP1","TWIST2","PP1_vs_all"
"HDAC1.1",4.06233990831658e-32,-0.615357341862845,1,1,2.96957047297942e-29,"PP1","HDAC1","PP1_vs_all"
"MEF2D.2",4.9378864820688e-32,0.385708898399526,1,1,3.60959501839229e-29,"PP1","MEF2D","PP1_vs_all"
